x,y,block,inside_target
35.5,-0.4375,-0.0018498440591292332,False
35.625,-0.4375,-0.002673627547305863,False
35.75,-0.4375,-0.0020427317144107583,False
35.875,-0.4375,-0.0006491449581925878,False
36.0,-0.4375,0.0006626354651696651,False
36.125,-0.4375,0.0012801222231892048,False
36.25,-0.4375,0.001049384446976421,False
36.375,-0.4375,0.00026508389931934084,False
36.5,-0.4375,-0.0005423599101167943,False
36.625,-0.4375,-0.0009019898057514578,False
36.75,-0.4375,-0.0006342206553708458,False
36.875,-0.4375,8.352329618197533e-05,False
37.0,-0.4375,0.0008342264297656756,False
37.125,-0.4375,0.0011912438239491696,False
