s,round6_deficit,round7_deficit,round8_seed_deficit,round6_signed_clearance,round7_signed_clearance,round8_seed_signed_clearance
1.630000000000000060e-01,8.935232775321294563e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.910647672246787138e-02,5.131849127771190289e-02,7.912947048136742545e-02
1.640000000000000069e-01,1.085486107102906495e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.891451389289709434e-02,5.125894707707950165e-02,7.897516743443573628e-02
1.650000000000000078e-01,1.276590739104556393e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.872340926089544444e-02,5.119775462661568105e-02,7.882218782568886639e-02
1.660000000000000087e-01,1.466847212177130322e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.853315278782287051e-02,5.113653966857927696e-02,7.867053242890562070e-02
1.670000000000000095e-01,1.656260853321940563e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.834373914667806027e-02,5.107452550194856167e-02,7.852030740830014122e-02
1.680000000000000104e-01,1.844831949227028478e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.815516805077297235e-02,5.101153707590796310e-02,7.837141613893622294e-02
1.690000000000000113e-01,2.032555467305345587e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.796744453269465525e-02,5.094849657976911056e-02,7.822376796222951789e-02
1.700000000000000122e-01,2.219420834089519401e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.778057916591048143e-02,5.088384145277884824e-02,7.807733539712348458e-02
1.710000000000000131e-01,2.405411424389998498e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.759458857561000233e-02,5.081893008464675315e-02,7.793208831574963136e-02
1.720000000000000140e-01,2.590503448776433626e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.740949655122356721e-02,5.075332547270760414e-02,7.778799430247931856e-02
1.730000000000000149e-01,2.774669262381769530e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.722533073761823130e-02,5.068648073418952765e-02,7.764502406123387213e-02
1.740000000000000158e-01,2.957875764242869077e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.704212423575713176e-02,5.061951098437305480e-02,7.750327740856555181e-02
1.750000000000000167e-01,3.140084216637216430e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.685991578336278440e-02,5.055102865414969060e-02,7.736262870262659852e-02
1.759999999999999898e-01,3.321250456539574791e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.667874954346042604e-02,5.048203752468329031e-02,7.722298093976857902e-02
1.769999999999999907e-01,3.501325178130801352e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.649867482186919948e-02,5.041245883552935431e-02,7.708429550361137195e-02
1.779999999999999916e-01,3.680254281182848697e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.631974571881715214e-02,5.034138995546429129e-02,7.694653362135933650e-02
1.789999999999999925e-01,3.857979304261696663e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.614202069573830417e-02,5.027013092627966029e-02,7.680965672624402718e-02
1.799999999999999933e-01,4.034438071732496245e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.596556192826750459e-02,5.019746003739385815e-02,7.667371337136594245e-02
1.809999999999999942e-01,4.209564628049639046e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.579043537195036179e-02,5.012404381611006848e-02,7.653867655899496136e-02
1.819999999999999951e-01,4.383290054552436976e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.561670994544756386e-02,5.005014343176067415e-02,7.640440721280981895e-02
1.829999999999999960e-01,4.555543133495237873e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.544445686650476296e-02,4.997451858728753360e-02,7.627087140625164741e-02
1.839999999999999969e-01,4.726250910586107801e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.527374908941389303e-02,4.989864480478331532e-02,7.613803725479016682e-02
1.849999999999999978e-01,4.895339256138157846e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.510466074386184299e-02,4.982145559503609739e-02,7.600587524323441924e-02
1.859999999999999987e-01,5.062733414632231144e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.493726658536776969e-02,4.974329976392286717e-02,7.587447198245783619e-02
1.869999999999999996e-01,5.228358533339340364e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.477164146666066047e-02,4.966475740947177281e-02,7.574374120783464170e-02
1.880000000000000004e-01,5.392140161743282090e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.460785983825671874e-02,4.958427095598696988e-02,7.561360485817769650e-02
1.890000000000000013e-01,5.554004706179824224e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.444599529382017661e-02,4.950348055761241012e-02,7.548404568411429261e-02
1.900000000000000022e-01,5.713879454111725487e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.428612054588827535e-02,4.942146285288260416e-02,7.535821244267014440e-02
1.910000000000000031e-01,5.871693276544499851e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.412830672345550098e-02,4.933827097358396696e-02,7.524450915596633815e-02
1.920000000000000040e-01,6.027377108395730321e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.397262289160427051e-02,4.925473342490413464e-02,7.514334805049546762e-02
1.930000000000000049e-01,6.180864084196664721e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.381913591580333611e-02,4.916913876867311239e-02,7.505480223949347052e-02
1.940000000000000058e-01,6.332089765600290576e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.366791023439971026e-02,4.908313923758159808e-02,7.497503232324953526e-02
1.950000000000000067e-01,6.480992320730571965e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.351900767926942887e-02,4.899598789561013246e-02,7.489519097136937420e-02
1.960000000000000075e-01,6.627512657537339147e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.337248734246266169e-02,4.890746716131975924e-02,7.481495171059536486e-02
1.970000000000000084e-01,6.771595871048100013e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.322840412895190082e-02,4.881855640511877786e-02,7.473434263273120992e-02
1.980000000000000093e-01,6.913191179395886121e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.308680882060411471e-02,4.872762955036935573e-02,7.465339963596039075e-02
1.990000000000000102e-01,7.052249002471026873e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.294775099752897396e-02,4.863612435166882880e-02,7.447891701747900994e-02
2.000000000000000111e-01,7.188722676871560358e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.281127732312844048e-02,4.854352649043604945e-02,7.417149244321792623e-02
2.010000000000000120e-01,7.322568432176906894e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.267743156782309394e-02,4.844937597449810313e-02,7.387665957706615605e-02
2.020000000000000129e-01,7.453745322232703530e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.254625467776729730e-02,4.835477832279196780e-02,7.359454205258007808e-02
2.030000000000000138e-01,7.582215137785827674e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.241778486221417316e-02,4.825820846007888854e-02,7.332525978364520802e-02
2.040000000000000147e-01,7.707942304444284631e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.229205769555571620e-02,4.816088894492981387e-02,7.306892892357416680e-02
2.050000000000000155e-01,7.830893769636644575e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.216910623036335626e-02,4.806251720379208642e-02,7.282566178276901614e-02
2.060000000000000164e-01,7.951038881895029775e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.204896111810497106e-02,4.796242289302509593e-02,7.259556670311229087e-02
2.070000000000000173e-01,8.068349265412388949e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.193165073458761188e-02,4.786182211407546960e-02,7.237874788988613028e-02
2.080000000000000182e-01,8.182798692441747845e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.181720130755825299e-02,4.775927363709800422e-02,7.217530520433070029e-02
2.089999999999999913e-01,8.294362955723888486e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.170563704427611235e-02,4.765581944247776480e-02,7.198533392181760693e-02
2.099999999999999922e-01,8.403019742769524125e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.159698025723047671e-02,4.755133408783255439e-02,7.180786395032541514e-02
2.109999999999999931e-01,8.508748513478811559e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.149125148652118927e-02,4.744497302570392649e-02,7.163049646798483328e-02
2.119999999999999940e-01,8.611530382272261641e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.138846961772773919e-02,4.733804587517208284e-02,7.144988590094143721e-02
2.129999999999999949e-01,8.711348005627665703e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.128865199437233513e-02,4.722917642609329031e-02,7.126602557900264812e-02
2.139999999999999958e-01,8.808185475674894932e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.119181452432510590e-02,4.711926492817625906e-02,7.107891029304674868e-02
2.149999999999999967e-01,8.902028220287915711e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.109797177971208512e-02,4.700832471137733615e-02,7.088852702296226382e-02
2.159999999999999976e-01,8.992862909939346866e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.100713709006065397e-02,4.689537746152137171e-02,7.069476921546259673e-02
2.169999999999999984e-01,9.080677371433965722e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.091932262856603511e-02,4.678180741525275049e-02,7.049775036291608399e-02
2.179999999999999993e-01,9.165460508521267036e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.083453949147873380e-02,4.666628253729179082e-02,7.029747001312269816e-02
2.190000000000000002e-01,9.247202229294270576e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.075279777070573026e-02,4.654960455399745345e-02,7.009392863085782410e-02
2.200000000000000011e-01,9.325888763416643329e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.067411123658335750e-02,4.643188292658632921e-02,6.988712750562714460e-02
2.210000000000000020e-01,9.401495016404307764e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.059850498359569307e-02,4.631205039927459299e-02,6.967706487975622309e-02
2.220000000000000029e-01,9.474018972295866065e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.052598102770413477e-02,4.619154470363178583e-02,6.946364381421558931e-02
2.230000000000000038e-01,9.543468910339313743e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.045653108966068709e-02,4.606905474675702244e-02,6.924697055545758761e-02
2.240000000000000047e-01,9.609839291093845437e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.039016070890615540e-02,4.594533137978316223e-02,6.902705154950120048e-02
2.250000000000000056e-01,9.673124907458807709e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.032687509254119312e-02,4.582053278434027044e-02,6.880389115181625992e-02
2.260000000000000064e-01,9.733321220379145128e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.026667877962085570e-02,4.569355204482222071e-02,6.857749416347193316e-02
2.270000000000000073e-01,9.790424332123209838e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.020957566787679099e-02,4.556585673458150160e-02,6.834786579434665166e-02
2.280000000000000082e-01,9.844430964108859955e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.015556903589114088e-02,4.543613081994025971e-02,6.811500330447158025e-02
2.290000000000000091e-01,9.895338439042677264e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.010466156095732357e-02,4.530512645916520004e-02,6.787883550549318745e-02
2.300000000000000100e-01,9.943144667153080291e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.005685533284692054e-02,4.517299804723266810e-02,6.763945646654156985e-02
2.310000000000000109e-01,9.987848136314356196e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.001215186368564464e-02,4.503865287320804600e-02,6.739687281292962295e-02
2.320000000000000118e-01,1.002944790587140256e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.997055209412859828e-02,4.490356200708681828e-02,6.715109147896214381e-02
2.330000000000000127e-01,1.006794360398747742e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.993205639601252341e-02,4.476637583201494713e-02,6.690211970224954618e-02
2.340000000000000135e-01,1.010333542834506923e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.989666457165493160e-02,4.462790468002457434e-02,6.664996502222990393e-02
2.350000000000000144e-01,1.013562415003388742e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.986437584996611341e-02,4.448824141616502387e-02,6.639463528281339122e-02
2.360000000000000153e-01,1.016481109780478786e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.983518890219521297e-02,4.434636617884846893e-02,6.613613863912674862e-02
2.370000000000000162e-01,1.019088025960443455e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.980911974039556628e-02,4.420372446098387587e-02,6.587443938370630969e-02
2.380000000000000171e-01,1.021382353333581683e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.978617646666418400e-02,4.405890166372404548e-02,6.560956368839535036e-02
2.390000000000000180e-01,1.023366918638385706e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.976633081361614377e-02,4.391451888228318362e-02,6.534155016735151977e-02
2.399999999999999911e-01,1.025042435318723397e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.974957564681276687e-02,4.378704862091239297e-02,6.507040840152415739e-02
2.409999999999999920e-01,1.026409351249214438e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.973590648750785645e-02,4.368223409353557546e-02,6.479614838066784233e-02
2.419999999999999929e-01,1.027468181720405174e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.972531818279594909e-02,4.359806067582320394e-02,6.451878053650682288e-02
2.429999999999999938e-01,1.028219511636181693e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.971780488363818390e-02,4.351494987168899597e-02,6.423831578058956937e-02
2.439999999999999947e-01,1.028663997796704435e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.971336002203295648e-02,4.343094682949040497e-02,6.395476554673411307e-02
2.449999999999999956e-01,1.028802371217305001e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.971197628782695083e-02,4.334470473200089519e-02,6.366814183777659564e-02
2.459999999999999964e-01,1.028635439425980638e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.971364560574019445e-02,4.325690228908794094e-02,6.337845727611565727e-02
2.469999999999999973e-01,1.028164088674008228e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.971835911325991855e-02,4.316786532803085913e-02,6.308572515723691321e-02
2.479999999999999982e-01,1.027389285985177286e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.972610714014822797e-02,4.307625157269523442e-02,6.278995950504141776e-02
2.489999999999999991e-01,1.026312080960332246e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.973687919039667837e-02,4.298373954837168831e-02,6.249117512737611957e-02
2.500000000000000000e-01,1.024933607245212888e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.975066392754787195e-02,4.288897437234580334e-02,6.218936321078293028e-02
2.510000000000000009e-01,1.023255083561063969e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.976744916438936114e-02,4.279263945900035199e-02,6.188455515428795822e-02
2.520000000000000018e-01,1.021276201478078446e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.978723798521921637e-02,4.269505465851660547e-02,6.157678098823768376e-02
2.530000000000000027e-01,1.018997001001344452e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.981002998998655631e-02,4.259489050097863688e-02,6.126605915570799282e-02
2.540000000000000036e-01,1.016421522739793110e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.983578477260206974e-02,4.249382952040998279e-02,6.095240907345496340e-02
2.550000000000000044e-01,1.013551744779983207e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.986448255220016876e-02,4.239048287597032422e-02,6.063585112830340712e-02
2.560000000000000053e-01,1.010389306244102031e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.989610693755898052e-02,4.228558926669209739e-02,6.031640665041243521e-02
2.570000000000000062e-01,1.006935922021033256e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.993064077978966828e-02,4.217941081101940493e-02,5.999409785971041714e-02
2.580000000000000071e-01,1.003193377593856322e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.996806622406143761e-02,4.207068346193520297e-02,5.966894778246756292e-02
2.590000000000000080e-01,9.991635225756287375e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.000836477424371346e-02,4.196106783492293407e-02,5.934098013601166177e-02
2.600000000000000089e-01,9.948482628944592399e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.005151737105540843e-02,4.184911238449400689e-02,5.901021918097627134e-02
2.610000000000000098e-01,9.902495515954963523e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.009750448404503731e-02,4.173566759578105356e-02,5.867668954217153399e-02
2.620000000000000107e-01,9.853693782592834460e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.014630621740716637e-02,4.162088030839344865e-02,5.834041600106818631e-02
2.630000000000000115e-01,9.802097570720876007e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.019790242927912483e-02,4.150361045286003747e-02,5.800142326486854710e-02
2.640000000000000124e-01,9.747727136237969991e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.025227286376203084e-02,4.138546792319459933e-02,5.765973571904137174e-02
2.650000000000000133e-01,9.690602705513449294e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.030939729448655154e-02,4.126490678982643739e-02,5.731537717182941943e-02
2.660000000000000142e-01,9.630744321892963783e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.036925567810703705e-02,4.114295180164069532e-02,5.696837060044165901e-02
2.670000000000000151e-01,9.568171676148758825e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.043182832385124201e-02,4.101957105620735594e-02,5.661873790925185668e-02
2.680000000000000160e-01,9.502890590550382849e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.049710940944961798e-02,4.089381298576207080e-02,5.626649971026363717e-02
2.690000000000000169e-01,9.434909349569319675e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.056509065043068116e-02,4.076720499111970847e-02,5.591167513531874328e-02
2.700000000000000178e-01,9.364263705346750899e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.063573629465324993e-02,4.063807206364765390e-02,5.555428168807071548e-02
2.710000000000000187e-01,9.290976446110620068e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.070902355388938076e-02,4.050768164465386872e-02,5.519433514171842581e-02
2.720000000000000195e-01,9.215063063377916530e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.078493693662208430e-02,4.038263360046311784e-02,5.483184948608123277e-02
2.730000000000000204e-01,9.136537728481899934e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.086346227151810090e-02,4.028143113623230270e-02,5.446683692497088919e-02
2.740000000000000213e-01,9.055413159237087062e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.094458684076291377e-02,4.019922545709642830e-02,5.409928651986697229e-02
2.750000000000000222e-01,8.971700503629574663e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.102829949637042617e-02,4.011826425494805642e-02,5.372920698850736088e-02
2.760000000000000231e-01,8.885409243260471157e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.111459075673952968e-02,4.003729895379772724e-02,5.335662366442800453e-02
2.770000000000000240e-01,8.796547118813346361e-03,4.366650985480646411e-05,0.000000000000000000e+00,3.120345288118665447e-02,3.995633349014519192e-02,5.298194372509114347e-02
2.780000000000000249e-01,8.705120079279746181e-03,1.246277450254577065e-04,0.000000000000000000e+00,3.129487992072025465e-02,3.987537225497454069e-02,5.261800130545694204e-02
2.790000000000000258e-01,8.611132256067834112e-03,2.055799192520097493e-04,0.000000000000000000e+00,3.138886774393216672e-02,3.979442008074798864e-02,5.227097295682419514e-02
2.800000000000000266e-01,8.514585962474806313e-03,2.865177776107789040e-04,0.000000000000000000e+00,3.148541403752519452e-02,3.971348222238921949e-02,5.194119044993478207e-02
2.810000000000000275e-01,8.415481718341298600e-03,3.674356678566348985e-04,0.000000000000000000e+00,3.158451828165870223e-02,3.963256433214336349e-02,5.162897627644003756e-02
2.820000000000000284e-01,8.313818299057605665e-03,4.483275716743704317e-04,0.000000000000000000e+00,3.168618170094239517e-02,3.955167242832562796e-02,5.133464245937646026e-02
2.830000000000000293e-01,8.209592807487883781e-03,5.291871418836763307e-04,0.000000000000000000e+00,3.179040719251211705e-02,3.947081285811632201e-02,5.105848934202264489e-02
2.840000000000000302e-01,8.102800766830432766e-03,6.100077453017163686e-04,0.000000000000000000e+00,3.189719923316956807e-02,3.938999225469828197e-02,5.080080436138537797e-02
2.850000000000000311e-01,7.993436231978456874e-03,6.907825108142018377e-04,0.000000000000000000e+00,3.200656376802154396e-02,3.930921748918579650e-02,5.056168892400819681e-02
2.860000000000000320e-01,7.881491916582286650e-03,7.715043820736611256e-04,0.000000000000000000e+00,3.211850808341771418e-02,3.922849561792633721e-02,5.032868332976448561e-02
2.870000000000000329e-01,7.766959332764784840e-03,8.521661741111688547e-04,0.000000000000000000e+00,3.223304066723521599e-02,3.914783382588882948e-02,5.009356330833822368e-02
2.880000000000000338e-01,7.649828940303859959e-03,9.327606330333571049e-04,0.000000000000000000e+00,3.235017105969614087e-02,3.906723936696664123e-02,4.985632309150900277e-02
2.889999999999999791e-01,7.530086156299423128e-03,1.013280497880568454e-03,0.000000000000000000e+00,3.246991384370057770e-02,3.898671950211943238e-02,4.961695949539291634e-02
2.899999999999999800e-01,7.407716085453389110e-03,1.093718563649558051e-03,0.000000000000000000e+00,3.259228391454661172e-02,3.890628143635044278e-02,4.937547209534841330e-02
2.909999999999999809e-01,7.282708103895751961e-03,1.174067744442348904e-03,0.000000000000000000e+00,3.271729189610424887e-02,3.882593225555765193e-02,4.913186336514679259e-02
2.919999999999999818e-01,7.155052916966331278e-03,1.254321135676306209e-03,0.000000000000000000e+00,3.284494708303366955e-02,3.874567886432369462e-02,4.888613878113433342e-02
2.929999999999999827e-01,7.024742894616659017e-03,1.334472074312115231e-03,0.000000000000000000e+00,3.297525710538334182e-02,3.866552792568788560e-02,4.863830689243442418e-02
2.939999999999999836e-01,6.891765682796834047e-03,1.414514196089511344e-03,0.000000000000000000e+00,3.310823431720316679e-02,3.858548580391048949e-02,4.838837935849175237e-02
2.949999999999999845e-01,6.756108736201367482e-03,1.494441488836727172e-03,0.000000000000000000e+00,3.324389126379863335e-02,3.850555851116327366e-02,4.813637095547067257e-02
2.959999999999999853e-01,6.617759641779637214e-03,1.574248341010400787e-03,0.000000000000000000e+00,3.338224035822036362e-02,3.842575165898960005e-02,4.788229955318890757e-02
2.969999999999999862e-01,6.476706232892412429e-03,1.653929584746492709e-03,0.000000000000000000e+00,3.352329376710758840e-02,3.834607041525350812e-02,4.762618606441806901e-02
2.979999999999999871e-01,6.332936691890896086e-03,1.733480532833099608e-03,0.000000000000000000e+00,3.366706330810910475e-02,3.826651946716690122e-02,4.736805436850564932e-02
2.989999999999999880e-01,6.186439640881037649e-03,1.812897009176438201e-03,0.000000000000000000e+00,3.381356035911896318e-02,3.818710299082356263e-02,4.710793121136579858e-02
2.999999999999999889e-01,6.037204220729404380e-03,1.892175372482811369e-03,0.000000000000000000e+00,3.396279577927059645e-02,3.810782462751718946e-02,4.684584608396395733e-02
3.009999999999999898e-01,5.885220158619815234e-03,1.971312533048025228e-03,0.000000000000000000e+00,3.411477984138018560e-02,3.802868746695197560e-02,4.658183108145524248e-02
3.019999999999999907e-01,5.730477824683243016e-03,2.050305962701545748e-03,0.000000000000000000e+00,3.426952217531675782e-02,3.794969403729845508e-02,4.631592074514324919e-02
3.029999999999999916e-01,5.572968278389454910e-03,2.129153698111216353e-03,0.000000000000000000e+00,3.442703172161054592e-02,3.787084630188878448e-02,4.604814514118762969e-02
3.039999999999999925e-01,5.412683305515079979e-03,2.207854337790804422e-03,0.000000000000000000e+00,3.458731669448492085e-02,3.779214566220919641e-02,4.577853398466848883e-02
3.049999999999999933e-01,5.249615446589098178e-03,2.274837761561628036e-03,0.000000000000000000e+00,3.475038455341090265e-02,3.772516223843837280e-02,4.550714055911121714e-02
3.059999999999999942e-01,5.083758017771139448e-03,2.334954194681757023e-03,0.000000000000000000e+00,3.491624198222886138e-02,3.766504580531824381e-02,4.523401053359694252e-02
3.069999999999999951e-01,4.915105125135578457e-03,2.396322897924803297e-03,0.000000000000000000e+00,3.508489487486442238e-02,3.760367710207519754e-02,4.495918799340687527e-02
3.079999999999999960e-01,4.743651673336637953e-03,2.458907567118848170e-03,0.000000000000000000e+00,3.525634832666336288e-02,3.754109243288115266e-02,4.468271318058692626e-02
3.089999999999999969e-01,4.569393369600757704e-03,2.522674647361160261e-03,0.000000000000000000e+00,3.543060663039924313e-02,3.747732535263884057e-02,4.440464177183531952e-02
3.099999999999999978e-01,4.392326723957180878e-03,2.587593330776252754e-03,0.000000000000000000e+00,3.560767327604281995e-02,3.741240666922374808e-02,4.412501670056982739e-02
3.109999999999999987e-01,4.212449046564592514e-03,2.653635543930207841e-03,0.000000000000000000e+00,3.578755095343540832e-02,3.734636445606979299e-02,4.384388565242373914e-02
3.119999999999999996e-01,4.029758442933552287e-03,2.720775927437295294e-03,0.000000000000000000e+00,3.597024155706644855e-02,3.727922407256270554e-02,4.356129662996376106e-02
3.130000000000000004e-01,3.844253807786621180e-03,2.788991810173779839e-03,0.000000000000000000e+00,3.615574619221337965e-02,3.721100818982622099e-02,4.327729771760832622e-02
3.140000000000000013e-01,3.655934818227249417e-03,2.858263180383083246e-03,0.000000000000000000e+00,3.634406518177275142e-02,3.714173681961691759e-02,4.299193684683841332e-02
3.150000000000000022e-01,3.464801926834813750e-03,2.928572655803589331e-03,0.000000000000000000e+00,3.653519807316518708e-02,3.707142734419641150e-02,4.270526156269400381e-02
3.160000000000000031e-01,3.270856355237640456e-03,2.999905454790910420e-03,0.000000000000000000e+00,3.672914364476236038e-02,3.700009454520909041e-02,4.241731879272557515e-02
3.170000000000000040e-01,3.074100088665362995e-03,3.072249370248275602e-03,0.000000000000000000e+00,3.692589991133463784e-02,3.692775062975172523e-02,4.212815461979775578e-02
3.180000000000000049e-01,2.874535871928124431e-03,3.145594748016164455e-03,0.000000000000000000e+00,3.712546412807187640e-02,3.685440525198383638e-02,4.183781406041255785e-02
3.190000000000000058e-01,2.672167207229250718e-03,3.219934471223782901e-03,0.000000000000000000e+00,3.732783279277075011e-02,3.678006552877621793e-02,4.154632293867935311e-02
3.200000000000000067e-01,2.466998354176838659e-03,3.295263951959601090e-03,0.000000000000000000e+00,3.753300164582316217e-02,3.670473604804039974e-02,4.125372906092055619e-02
3.210000000000000075e-01,2.259034332328546668e-03,3.371581131489539973e-03,0.000000000000000000e+00,3.774096566767145416e-02,3.662841886851046086e-02,4.096008633019408013e-02
3.220000000000000084e-01,2.048280926574670702e-03,3.448886490132647975e-03,0.000000000000000000e+00,3.795171907342533013e-02,3.655111350986735286e-02,4.066543343966721319e-02
3.230000000000000093e-01,1.834744644078567521e-03,3.527183067794883997e-03,0.000000000000000000e+00,3.816525535592143331e-02,3.647281693220511684e-02,4.036980705297307098e-02
3.240000000000000102e-01,1.618427565407837276e-03,3.606476496077974658e-03,0.000000000000000000e+00,3.838157243459216356e-02,3.639352350392202617e-02,4.007324166544003891e-02
3.250000000000000111e-01,1.399333085209467087e-03,3.686775042787825141e-03,2.242305123289975444e-04,3.860066691479053375e-02,3.631322495721217569e-02,3.977576948767100329e-02
3.260000000000000120e-01,1.177468311198193174e-03,3.768089669608426506e-03,5.225796467017429503e-04,3.882253168880180766e-02,3.623191033039157433e-02,3.947742035329825788e-02
3.270000000000000129e-01,9.528474140370196688e-04,3.850434103627869975e-03,8.217783478364978911e-04,3.904715258596298116e-02,3.614956589637213086e-02,3.917822165216350294e-02
