beta,load_fraction,connector_reserve,connector_differential_authority,max_real_eigenvalue,stability_margin
0.02,0.701638795986622,0.29836120401337796,0.5077029999664433,-0.035679717895559224,0.035679717895559224
0.02,0.7049799331103679,0.2950200668896321,0.5030032939117013,-0.0356838739901528,0.0356838739901528
0.02,0.7083210702341137,0.2916789297658863,0.4982812614623997,-0.035688050958007325,0.035688050958007325
0.02,0.7116622073578595,0.28833779264214054,0.493536902618539,-0.03569224881570461,0.03569224881570461
0.02,0.7150033444816053,0.2849966555183947,0.48877021738011883,-0.03569646757991761,0.03569646757991761
0.02,0.7183444816053511,0.28165551839464886,0.4839812057471393,-0.035700707267410564,0.035700707267410564
0.02,0.721685618729097,0.278314381270903,0.47916986771960046,-0.03570496789503928,0.03570496789503928
0.02,0.7250267558528428,0.2749732441471572,0.47433620329750226,-0.03570924947975139,0.03570924947975139
0.02,0.7283678929765885,0.27163210702341145,0.4694802124808448,-0.03571355203858652,0.03571355203858652
0.02,0.7317090301003344,0.2682909698996656,0.4646018952696279,-0.03571787558867618,0.03571787558867618
0.02,0.7350501672240802,0.26494983277591977,0.4597012516638517,-0.03572222014724451,0.03572222014724451
0.02,0.7383913043478261,0.26160869565217393,0.4547782816635161,-0.035726585731607974,0.035726585731607974
0.02,0.7417324414715719,0.2582675585284281,0.44983298526862114,-0.03573097235917601,0.03573097235917601
0.02,0.7450735785953176,0.25492642140468236,0.44486536247916697,-0.035735380047450874,0.035735380047450874
0.02,0.7484147157190635,0.2515852842809365,0.43987541329515334,-0.03573980881402781,0.03573980881402781
0.02,0.7517558528428093,0.24824414715719068,0.43486313771658036,-0.035744258676595635,0.035744258676595635
0.02,0.7550969899665552,0.24490301003344483,0.42982853574344804,-0.035748729652936746,0.035748729652936746
0.02,0.758438127090301,0.241561872909699,0.42477160737575637,-0.03575322176092713,0.03575322176092713
0.02,0.7617792642140467,0.23822073578595326,0.41969235261350557,-0.03575773501853699,0.03575773501853699
0.02,0.7651204013377926,0.23487959866220742,0.4145907714566952,-0.03576226944383058,0.03576226944383058
