mu,gamma,chi_saturation,reserve_1_minus_chi,max_real_eigenvalue,stationary_var_x,stationary_sd_x
0.5,0.0,0.6224593312018546,0.3775406687981454,-0.4999999999999999,0.020638287789561928,0.14366032085987393
0.55,0.0,0.6341355910108007,0.36586440898919925,-0.4999999999999996,0.020646530424237208,0.14368900592681824
0.6000000000000001,0.0,0.6456563062257954,0.3543436937742046,-0.4999999999999999,0.02065563956547269,0.14372069985034408
0.6500000000000001,0.0,0.6570104626734988,0.34298953732650117,-0.5000000000000002,0.02066563799086623,0.14375547986378198
0.7000000000000002,0.0,0.6681877721681662,0.33181222783183384,-0.4999999999999999,0.0206765507016892,0.14379343066249306
0.75,0.0,0.679178699175393,0.320821300824607,-0.4999999999999999,0.020688404985403065,0.14383464459372458
0.8,0.0,0.6899744811276125,0.3100255188723875,-0.49999999999999994,0.020701230483891456,0.14387922186296204
0.8500000000000001,0.0,0.700567142473973,0.299432857526027,-0.4999999999999999,0.020715059267581208,0.1439272707570779
0.9000000000000001,0.0,0.710949502625004,0.289050497374996,-0.4999999999999999,0.02072992591563464,0.143978907884574
0.9500000000000002,0.0,0.7211151780228631,0.27888482197713693,-0.49999999999999994,0.02074586760241548,0.14403425843324733
1.0,0.0,0.7310585786300049,0.2689414213699951,-0.49999999999999956,0.020762924190444593,0.14409345644561586
1.0500000000000003,0.0,0.740774899182154,0.259225100817846,-0.5,0.020781138330076162,0.1441566451124476
1.1,0.0,0.7502601055951177,0.2497398944048823,-0.4999999999999999,0.020800555566146687,0.14422397708476453
1.15,0.0,0.759510916949111,0.240489083050889,-0.5,0.020821224451860368,0.14429561480467926
1.2000000000000002,0.0,0.7685247834990178,0.23147521650098224,-0.5000000000000001,0.02084319667019732,0.14437173085544594
1.25,0.0,0.7772998611746911,0.22270013882530892,-0.4999999999999998,0.020866527163148317,0.14445250833110623
1.3000000000000003,0.0,0.7858349830425586,0.2141650169574414,-0.4999999999999998,0.020891274269097992,0.14453814122610678
1.35,0.0,0.7941296281990528,0.20587037180094725,-0.5000000000000002,0.020917499868701436,0.14462883484527364
1.4000000000000004,0.0,0.8021838885585818,0.1978161114414182,-0.49999999999999956,0.020945269539617936,0.14472480623451509
1.4500000000000002,0.0,0.8099984339846871,0.19000156601531293,-0.4999999999999998,0.020974652720489394,0.1448262846326225
1.5,0.0,0.8175744761936437,0.18242552380635635,-0.5000000000000002,0.021005722884572985,0.14493351194452228
1.5500000000000003,0.0,0.8249137318359602,0.17508626816403983,-0.5000000000000001,0.02103855772346263,0.14504674323631891
1.6,0.0,0.8320183851339245,0.16798161486607555,-0.4999999999999999,0.021073239341358473,0.14516624725244665
1.6500000000000004,0.0,0.8388910504234147,0.16110894957658528,-0.5000000000000001,0.02110985446037008,0.14529230695522072
1.7000000000000002,0.0,0.8455347349164652,0.15446526508353475,-0.5000000000000001,0.021148494637366986,0.1454252200870502
1.75,0.0,0.8519528019683106,0.14804719803168942,-0.5,0.021189256492918435,0.1455652997555339
1.8000000000000003,0.0,0.8581489350995123,0.1418510649004877,-0.5000000000000002,0.02123224195289517,0.1457128750416214
1.85,0.0,0.8641271029909058,0.13587289700909422,-0.49999999999999967,0.02127755850333731,0.14586829163096862
1.9000000000000004,0.0,0.8698915256370021,0.13010847436299788,-0.4999999999999999,0.02132531945922529,0.1460319124685604
1.9500000000000002,0.0,0.8754466418125836,0.12455335818741642,-0.5000000000000004,0.02137564424782637,0.1462041184366103
2.0,0.0,0.8807970779778823,0.11920292202211769,-0.5,0.02142865870732509,0.14638530905567365
2.0500000000000003,0.0,0.8859476187202091,0.1140523812797909,-0.4999999999999998,0.021484495401484203,0.14657590320882966
2.1,0.0,0.8909031788043871,0.10909682119561293,-0.49999999999999983,0.021543293951123102,0.1467763398886997
2.1500000000000004,0.0,0.8956687768809987,0.10433122311900134,-0.49999999999999967,0.021605201383242702,0.14698707896697147
2.2,0.0,0.9002495108803148,0.0997504891196852,-0.4999999999999998,0.02167037249866947,0.1472086019859895
2.25,0.0,0.9046505351008906,0.09534946489910945,-0.4999999999999998,0.02173897025913806,0.14744141297185828
2.3000000000000003,0.0,0.9088770389851438,0.09112296101485617,-0.4999999999999998,0.021811166194780643,0.14768603926837717
2.35,0.0,0.9129342275597286,0.08706577244027136,-0.4999999999999999,0.021887140833041472,0.14794303239098985
2.4000000000000004,0.0,0.9168273035060777,0.08317269649392234,-0.49999999999999983,0.02196708415008966,0.14821296889978847
2.45,0.0,0.9205614508160216,0.07943854918397841,-0.49999999999999983,0.022051196045858413,0.1484964512904548
2.5,0.0,0.9241418199787566,0.07585818002124345,-0.5,0.02213968684389913,0.14879410890186187
2.5500000000000003,0.0,0.9275735146384823,0.07242648536151775,-0.49999999999999967,0.022232777817299636,0.14910659883888316
2.6,0.0,0.9308615796566533,0.06913842034334672,-0.49999999999999967,0.02233070174198243,0.14943460690878277
2.6500000000000004,0.0,0.9340109905087812,0.06598900949121878,-0.5,0.022433703478765436,0.1497788485693672
2.7,0.0,0.9370266439430035,0.0629733560569965,-0.4999999999999998,0.0225420405856419,0.1501400698868956
2.75,0.0,0.9399133498259924,0.060086650174007605,-0.4999999999999998,0.022655983961809244,0.15051904850154096
2.8000000000000003,0.0,0.9426758241011313,0.057324175898868734,-0.4999999999999998,0.022775818525058347,0.1509165945980042
2.85,0.0,0.9453186827840592,0.05468131721594083,-0.49999999999999967,0.022901843924216375,0.1513335518786775
2.9000000000000004,0.0,0.9478464369215823,0.052153563078417675,-0.49999999999999967,0.023034375288424943,0.15177079853655953
2.95,0.0,0.9502634884414434,0.04973651155855663,-0.4999999999999997,0.023173744015127035,0.15222924822492895
3.0,0.0,0.9525741268224334,0.047425873177566635,-0.49999999999999983,0.023320298598733344,0.15270985102059836
3.05,0.0,0.9547825265167125,0.04521747348328753,-0.5000000000000003,0.023474405502039754,0.15321359437739118
3.1000000000000005,0.0,0.9568927450589139,0.04310725494108614,-0.49999999999999994,0.023636450072575282,0.15374150406632323
3.1500000000000004,0.0,0.958908721799535,0.04109127820046499,-0.5000000000000001,0.02380683750617147,0.1542946450988221
3.2,0.0,0.9608342772032357,0.039165722796764335,-0.5,0.02398599386016316,0.15487412262919575
3.25,0.0,0.9626731126558706,0.03732688734412937,-0.5,0.02417436711875373,0.1554810828324582
3.3,0.0,0.9644288107273639,0.03557118927263614,-0.4999999999999999,0.024372428313208874,0.1561167137535532
3.3500000000000005,0.0,0.9661048358408219,0.03389516415917815,-0.49999999999999967,0.02458067269968023,0.15678224612397995
3.4000000000000004,0.0,0.9677045353015495,0.03229546469845046,-0.5000000000000004,0.02479962099760362,0.1574789541418269
3.45,0.0,0.969231140642852,0.030768859357148015,-0.5,0.025029820691768907,0.15820815621126777
3.5,0.0,0.9706877692486436,0.02931223075135636,-0.4999999999999998,0.0252718474013172,0.15897121563766567
3.55,0.0,0.9720774262159271,0.027922573784072924,-0.5,0.02552630631908847,0.15976954127457607
3.6000000000000005,0.0,0.973403006423134,0.026596993576865957,-0.49999999999999967,0.025793833724918794,0.16060458811914058
3.6500000000000004,0.0,0.9746672967731284,0.025332703226871645,-0.4999999999999997,0.026075098576671677,0.16147785785262225
3.7,0.0,0.9758729785823308,0.024127021417669203,-0.49999999999999967,0.026370804182980677,0.16239089932314765
3.75,0.0,0.9770226300899744,0.022977369910025636,-0.49999999999999994,0.02668168996188782,0.16334530896811153
3.8000000000000007,0.0,0.9781187290638694,0.02188127093613057,-0.4999999999999999,0.02700853328977353,0.16434273117413356
