phase,scale,tx,ty,contact_cluster_count,dual_eq_residual,dual_norm_residual,duality_gap
2.094395102393195263e+00,1.042453541269862116e+00,1.814622920592002531e-01,2.582347929075151094e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.111848394913138804e+00,1.043354821637054508e+00,1.805661185436441274e-01,2.586176610887359062e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.129301687433081902e+00,1.044295128728671473e+00,1.796149428391962954e-01,2.589217518251034633e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
2.146754979953025444e+00,1.045134677293955372e+00,1.787283616913827311e-01,2.591469724876337977e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.164208272472968542e+00,1.045864878316244306e+00,1.778498332918794500e-01,2.592932544719313559e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
2.181661564992912083e+00,1.046561977519224973e+00,1.769171301102853977e-01,2.593605532190865759e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.199114857512855181e+00,1.047219721954812943e+00,1.760839287915194340e-01,2.593488482292491404e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
2.216568150032798723e+00,1.047776755140878757e+00,1.752254976186974622e-01,2.592581430678723708e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.234021442552741821e+00,1.048239087052682095e+00,1.743193724718971604e-01,2.590884653646272073e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.251474735072684918e+00,1.048702947887157677e+00,1.735362632841828956e-01,2.588398668049854967e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
2.268928027592628460e+00,1.049085264682423357e+00,1.727002932695887449e-01,2.585124231144769746e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.286381320112571558e+00,1.049363211747855518e+00,1.718514868483409508e-01,2.581062340356217177e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.303834612632515100e+00,1.049580252974800176e+00,1.710923636563276007e-01,2.576214232975480023e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
2.321287905152458197e+00,1.049786849006144607e+00,1.702811240729356357e-01,2.570581385783030082e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.338741197672401739e+00,1.049879589422853865e+00,1.694918729249776101e-01,2.564165514598689688e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.356194490192344837e+00,1.049849171594644748e+00,1.687589377747575059e-01,2.556968573758973684e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.373647782712288379e+00,1.049879589422853865e+00,1.679745970172866198e-01,2.548992755521780063e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.391101075232231477e+00,1.049898247163401521e+00,1.672470344344933468e-01,2.541319938039962034e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.408554367752174574e+00,1.049879235873729444e+00,1.665423845002297898e-01,2.533611587040466295e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.426007660272118116e+00,1.049849688315369400e+00,1.657870041423151475e-01,2.525131473407912219e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.443460952792061214e+00,1.049905661337202867e+00,1.651231543138151903e-01,2.517302488835972407e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.460914245312004756e+00,1.049898056789663414e+00,1.644487761485889099e-01,2.509104407296891548e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.478367537831947853e+00,1.049808544161164647e+00,1.637243052930967002e-01,2.500142028249108250e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.495820830351891395e+00,1.049901831864857860e+00,1.631260777567899722e-01,2.492179235006206917e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
