phase,scale,tx,ty,contact_cluster_count,dual_eq_residual,dual_norm_residual,duality_gap
3.665191429188092154e-01,1.180914445233039789e+00,3.013014040696210816e-01,3.690497969055079319e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
3.839724354387524796e-01,1.188302032287261722e+00,3.051877594315048348e-01,3.702701817722119926e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
4.014257279586957994e-01,1.195375232165758694e+00,3.089811516454455398e-01,3.713777787546604925e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
4.188790204786391191e-01,1.202453045520775143e+00,3.126804252074274482e-01,3.723722504680829215e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
4.363323129985823834e-01,1.209224056394935465e+00,3.162844532828877897e-01,3.732532939867618249e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
4.537856055185257032e-01,1.215947887069648070e+00,3.197921380499619826e-01,3.740206409363064921e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
4.712388980384689674e-01,1.222408385398987107e+00,3.232024110338900802e-01,3.746740575754026747e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
4.886921905584122872e-01,1.228770110735980747e+00,3.265142334324852569e-01,3.752133448670122995e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
5.061454830783556069e-01,1.234912178239451652e+00,3.297265964325623577e-01,3.756383385390021368e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
5.235987755982988157e-01,1.240904085953421943e+00,3.328385215172329770e-01,3.759489091341827183e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
5.410520681182421354e-01,1.246720219256846729e+00,3.358490607639702530e-01,3.761449620497421265e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
5.585053606381854552e-01,1.252335016830649739e+00,3.387572971333558391e-01,3.762264375660631099e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
5.759586531581287749e-01,1.257818136608520376e+00,3.415623447484191222e-01,3.761933108649141988e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,4.440892098500626162e-16
5.934119456780720947e-01,1.263048960177945546e+00,3.442633491644832011e-01,3.760455920370093241e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
6.108652381980153034e-01,1.268192419778459312e+00,3.468594876294378571e-01,3.757833260789345542e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
6.283185307179586232e-01,1.273032842494898897e+00,3.493499693343573020e-01,3.754065928794413920e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
6.457718232379019430e-01,1.277830436037720174e+00,3.517340356543883217e-01,3.749155071951117413e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
6.632251157578452627e-01,1.282286371185752838e+00,3.540109603798349269e-01,3.743102186154023681e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
