s,x,y,kappa,theta,radial_dot
6.127777777777777546e-01,7.692775081229569212e-02,5.297283761341069486e-01,9.403567375464056965e-01,2.266553602270186207e+00,3.572946920442510166e-01
6.133333333333332860e-01,7.657154585315756323e-02,5.301547093148468726e-01,9.552719883016336233e-01,2.267080165805143821e+00,3.576403173595178453e-01
6.138888888888889284e-01,7.621511461426798417e-02,5.305808533341073163e-01,9.714117391914546262e-01,2.267615355729447391e+00,3.579824018946436981e-01
6.144444444444444597e-01,7.585845337489161011e-02,5.310068048721466871e-01,9.888082463234768582e-01,2.268159861280979239e+00,3.583206654794541812e-01
6.149999999999999911e-01,7.550155812230872898e-02,5.314325603539263865e-01,1.007493300146761861e+00,2.268714389488331928e+00,3.586548202052802781e-01
6.155555555555555225e-01,7.514442454496689239e-02,5.318581159420556759e-01,1.027497937290320573e+00,2.269279664832064558e+00,3.589845705172575174e-01
6.161111111111111649e-01,7.478704802585700584e-02,5.322834675298389051e-01,1.048852109065551153e+00,2.269856428733830089e+00,3.593096133729827280e-01
6.166666666666666963e-01,7.442942363619554913e-02,5.327086107344869426e-01,1.071584304855536240e+00,2.270445438848808006e+00,3.596296384774722021e-01
6.172222222222222276e-01,7.407154612950320183e-02,5.331335408905670814e-01,1.095721129038402353e+00,2.271047468136000891e+00,3.599443286047905866e-01
6.177777777777777590e-01,7.371340993618334669e-02,5.335582530437715798e-01,1.121286830623803077e+00,2.271663303680351298e+00,3.602533600170343409e-01
6.183333333333332904e-01,7.335500915871230598e-02,5.339827419450974277e-01,1.148302785431897455e+00,2.272293745240366647e+00,3.605564029915517277e-01
6.188888888888889328e-01,7.299633756756541969e-02,5.344070020455390368e-01,1.176786931420444882e+00,2.272939603495047756e+00,3.608531224673434123e-01
6.194444444444444642e-01,7.263738859801339987e-02,5.348310274914044316e-01,1.206753158672881687e+00,2.273601697964517943e+00,3.611431788214551353e-01
6.199999999999999956e-01,7.227815534793229080e-02,5.352548121203779541e-01,1.238210656601853810e+00,2.274280854579871836e+00,3.614262287858575617e-01
