real_w,imag_w,G_real,G_imag,orbit_block
8.05,-0.16666666666666669,-0.0035606437769081893,-0.027090547282423133,-0.0014424391359103368
8.05,-0.16333333333333333,-0.004260058356287941,-0.026712225091581613,-0.0013907897442886872
8.05,-0.16,-0.00494425890853924,-0.026323823899343582,-0.0013369960170579655
8.05,-0.15666666666666668,-0.005613312689300164,-0.025925566910000596,-0.0012812514805141193
8.05,-0.15333333333333335,-0.006267285478228156,-0.025517676229810785,-0.0012237458658076817
8.05,-0.15000000000000002,-0.00690624158464918,-0.025100372891437326,-0.0011646650929273284
8.05,-0.14666666666666667,-0.007530243853076126,-0.02467387687828591,-0.0011041912554360426
8.05,-0.14333333333333334,-0.008139353668606353,-0.024238407148745846,-0.0010425026059314362
8.05,-0.14,-0.008733630962190233,-0.023794181660334535,-0.000979773542202545
8.05,-0.13666666666666666,-0.009313134215777424,-0.023341417393750417,-0.0009161745940563807
8.05,-0.13333333333333336,-0.009877920467338108,-0.022880330376831393,-0.0008518724107877926
8.05,-0.13,-0.010428045315759773,-0.022411135708429536,-0.0007870297492682122
8.05,-0.12666666666666668,-0.010963562925622138,-0.021934047582195748,-0.0007218054626279019
8.05,-0.12333333333333334,-0.011484526031846468,-0.02144927931028024,-0.0006563544895085136
8.05,-0.12000000000000001,-0.01199098594422536,-0.020957043346953606,-0.0005908278438629645
8.05,-0.11666666666666667,-0.01248299255182789,-0.02045755131214495,-0.000525372605280106
8.05,-0.11333333333333334,-0.012960594327283564,-0.019951014014903956,-0.0004601319098129584
8.05,-0.11,-0.013423838330944775,-0.01943764147678744,-0.00039524494128957054
8.05,-0.10666666666666667,-0.013872770214928887,-0.018917642955171784,-0.0003308469230862851
8.05,-0.10333333333333333,-0.014307434227037948,-0.01839122696649479,-0.0002670691103442164
8.05,-0.1,-0.014727873214558387,-0.0178586013094287,-0.00020403878261004413
8.058333333333334,-0.2,0.004883416579331234,-0.02815013239701749,-0.001537164392964653
8.058333333333334,-0.19666666666666668,0.0040593300261668255,-0.027924418294595448,-0.0015265899536603949
8.058333333333334,-0.19333333333333336,0.0032506172154457003,-0.027686123800577195,-0.0015119098776390702
8.058333333333334,-0.19,0.002457199217904847,-0.02743548824418595,-0.0014933363744007865
