mu,gamma,chi_saturation,rho_cancellation,reserve_1_minus_chi,restoring_authority_kappa,max_real_eigenvalue,stability_margin
0.25,0.0,0.5621765008857981,1.0,0.43782349911420193,49.226816547519675,-0.4999999999999998,0.4999999999999998
0.2999999999999998,0.0,0.5744425168116589,1.0,0.4255574831883411,48.891662338149175,-0.5,0.5
0.35000000000000053,0.0,0.5866175789173301,1.0,0.41338242108266987,48.49947900450002,-0.4999999999999997,0.4999999999999997
0.40000000000000036,0.0,0.5986876601124521,1.0,0.4013123398875479,48.05214914830583,-0.5,0.5
0.4500000000000002,0.0,0.610639233949222,1.0,0.38936076605077796,47.551791982225865,-0.49999999999999983,0.49999999999999983
0.5,0.0,0.6224593312018546,1.0,0.3775406687981454,47.0007424403189,-0.4999999999999999,0.4999999999999999
0.5499999999999998,0.0,0.6341355910108007,1.0,0.36586440898919925,46.40152864483664,-0.4999999999999996,0.4999999999999996
0.6000000000000005,0.0,0.6456563062257956,1.0,0.3543436937742044,45.75684809133145,-0.4999999999999998,0.4999999999999998
0.6500000000000004,0.0,0.6570104626734988,1.0,0.34298953732650117,45.069542922210765,-0.5000000000000002,0.5000000000000002
0.7000000000000002,0.0,0.6681877721681662,1.0,0.33181222783183384,44.34257465862181,-0.4999999999999999,0.4999999999999999
0.75,0.0,0.679178699175393,1.0,0.320821300824607,43.5789987523628,-0.4999999999999999,0.4999999999999999
0.8000000000000007,0.0,0.6899744811276126,1.0,0.3100255188723874,42.781939304058874,-0.49999999999999983,0.49999999999999983
0.8500000000000005,0.0,0.7005671424739731,1.0,0.2994328575260269,41.95456427196499,-0.4999999999999999,0.4999999999999999
0.9000000000000004,0.0,0.710949502625004,1.0,0.289050497374996,41.10006146845269,-0.4999999999999999,0.4999999999999999
0.9500000000000002,0.0,0.721115178022863,1.0,0.27888482197713704,40.22161560958351,-0.49999999999999994,0.49999999999999994
1.0,0.0,0.7310585786300049,1.0,0.2689414213699951,39.32238664829637,-0.49999999999999956,0.49999999999999956
1.0500000000000007,0.0,0.7407748991821541,1.0,0.2592251008178459,38.4054895847647,-0.5000000000000002,0.5000000000000002
1.1000000000000005,0.0,0.7502601055951178,1.0,0.2497398944048822,37.47397590950411,-0.4999999999999999,0.4999999999999999
1.1500000000000004,0.0,0.7595109169491113,1.0,0.24048908305088867,36.5308167968463,-0.4999999999999999,0.4999999999999999
1.2000000000000002,0.0,0.7685247834990178,1.0,0.23147521650098224,35.578888129361125,-0.5000000000000001,0.5000000000000001
1.25,0.0,0.7772998611746911,1.0,0.22270013882530892,34.620957398499414,-0.4999999999999998,0.4999999999999998
1.3000000000000007,0.0,0.7858349830425585,1.0,0.2141650169574415,33.659672493812046,-0.4999999999999998,0.4999999999999998
1.3500000000000005,0.0,0.7941296281990529,1.0,0.20587037180094714,32.69755236309739,-0.49999999999999933,0.49999999999999933
