s,x,y,kappa
1.035714285714285643e-02,1.032069295267267969e-02,7.447932129605675791e-04,1.597812605682980092e+01
1.053571428571428541e-02,1.049723953393132993e-02,7.716080766787033335e-04,1.603537907347971370e+01
1.071428571428571438e-02,1.067370856982968567e-02,7.989286015651652674e-04,1.609278390348210763e+01
1.089285714285714336e-02,1.085009860363458055e-02,8.267546311594625502e-04,1.615033832466556873e+01
1.107142857142857061e-02,1.102640733835580714e-02,8.550912153794659873e-04,1.620804159350009144e+01
1.124999999999999958e-02,1.120263342777043890e-02,8.839372991485876328e-04,1.626589113180599000e+01
1.142857142857142856e-02,1.137877517307956006e-02,9.132940181231788889e-04,1.632388497149514706e+01
1.160714285714285754e-02,1.155483036055210064e-02,9.431654505037736494e-04,1.638202190895218635e+01
1.178571428571428652e-02,1.173079740438988730e-02,9.735518000275956204e-04,1.644029960378439981e+01
1.196428571428571376e-02,1.190667462398024845e-02,1.004453808270243040e-03,1.649871583494046945e+01
1.214285714285714274e-02,1.208246015649021114e-02,1.035873191087281287e-03,1.655726860019479574e+01
1.232142857142857172e-02,1.225815170683793205e-02,1.067813919729221307e-03,1.661595641741602947e+01
1.250000000000000069e-02,1.243374776710503941e-02,1.100275493073226080e-03,1.667477659171987980e+01
1.267857142857142794e-02,1.260924647713173967e-02,1.133259314526609361e-03,1.673372688342143633e+01
1.285714285714285691e-02,1.278464591144207012e-02,1.166767047805732658e-03,1.679280506664838413e+01
1.303571428571428589e-02,1.295994412867056481e-02,1.200800343007937289e-03,1.685200885807455506e+01
1.321428571428571487e-02,1.313513900643072108e-02,1.235361667185007253e-03,1.691133610641131568e+01
1.339285714285714211e-02,1.331022861750409333e-02,1.270452377134723230e-03,1.697078433969343791e+01
1.357142857142857109e-02,1.348521112339596054e-02,1.306073323605557324e-03,1.703035092605289691e+01
1.375000000000000007e-02,1.366008452170948233e-02,1.342226101199515530e-03,1.709003335229876797e+01
1.392857142857142905e-02,1.383484679459206883e-02,1.378912290041500949e-03,1.714982904634628724e+01
1.410714285714285629e-02,1.400949590882943213e-02,1.416133455604958900e-03,1.720973537696577438e+01
1.428571428571428527e-02,1.418402981594188254e-02,1.453891148537825827e-03,1.726974965354873603e+01
1.446428571428571425e-02,1.435844645228278108e-02,1.492186904488803246e-03,1.732986912589156958e+01
1.464285714285714322e-02,1.453274373913925922e-02,1.531022243934005312e-03,1.739009098399723996e+01
1.482142857142857220e-02,1.470691958283515573e-02,1.570398672004008622e-03,1.745041235789530276e+01
1.499999999999999944e-02,1.488097187483617898e-02,1.610317678311340471e-03,1.751083031748054708e+01
1.517857142857142842e-02,1.505489849185729680e-02,1.650780736778441555e-03,1.757134187237071998e+01
1.535714285714285740e-02,1.522869729597235190e-02,1.691789305466136510e-03,1.763194397178366657e+01
1.553571428571428638e-02,1.540236613472591685e-02,1.733344826402651332e-03,1.769263350443406679e+01
1.571428571428571536e-02,1.557590284124740938e-02,1.775448725413217342e-03,1.775340729845041920e+01
1.589285714285714260e-02,1.574930523436739518e-02,1.818102411950287727e-03,1.781426212131219700e+01
1.607142857142856984e-02,1.592257111873618750e-02,1.861307278924416095e-03,1.787519467980794019e+01
1.625000000000000056e-02,1.609569802000400049e-02,1.905065743931926969e-03,1.793620175351330559e+01
1.642857142857142780e-02,1.626868378745503774e-02,1.949378844017059676e-03,1.799727986847142347e+01
1.660714285714285851e-02,1.644152631811462983e-02,1.994247379765719513e-03,1.805842547274236765e+01
1.678571428571428575e-02,1.661422335957959615e-02,2.039672675218794692e-03,1.811963502646080215e+01
1.696428571428571300e-02,1.678677264590123022e-02,2.085656037023714791e-03,1.818090492914837242e+01
1.714285714285714371e-02,1.695917165355723816e-02,2.132199652963674003e-03,1.824223160475792582e+01
1.732142857142857095e-02,1.713141784322622790e-02,2.179305658009385565e-03,1.830361138959654710e+01
1.750000000000000167e-02,1.730350933394050189e-02,2.226973715533390932e-03,1.836504033715286965e+01
1.767857142857142891e-02,1.747544380539478581e-02,2.275205059863315456e-03,1.842651460157377485e+01
1.785714285714285615e-02,1.764721836407424221e-02,2.324002867960254376e-03,1.848803040711351642e+01
1.803571428571428686e-02,1.781883080438991657e-02,2.373367782828908826e-03,1.854958371439748177e+01
1.821428571428571411e-02,1.799027911577825989e-02,2.423299745198586284e-03,1.861117040362431041e+01
1.839285714285714135e-02,1.816156032419776259e-02,2.473801943323263117e-03,1.867278647620791077e+01
1.857142857142857206e-02,1.833267207421454548e-02,2.524875350409161098e-03,1.873442773512118720e+01
1.874999999999999931e-02,1.850361246492650269e-02,2.576519390285661633e-03,1.879608988287416338e+01
1.892857142857143002e-02,1.867437793832532264e-02,2.628738897624775112e-03,1.885776873195025161e+01
1.910714285714285726e-02,1.884496698611858034e-02,2.681531890448288474e-03,1.891945982971460793e+01
1.928571428571428450e-02,1.901537660500110180e-02,2.734901216799491205e-03,1.898115878679415047e+01
1.946428571428571522e-02,1.918560427455562670e-02,2.788848074671710676e-03,1.904286110624757100e+01
