phi,z
5.078908123303499167e+00,8.623294807015308150e-02
5.087634769563470272e+00,8.629947530012425927e-02
5.096361415823442265e+00,8.633387125912091176e-02
5.105088062083414258e+00,8.633612733650401772e-02
5.113814708343385362e+00,8.630624210384706119e-02
5.122541354603357355e+00,8.624426215277661290e-02
5.131268000863328460e+00,8.615306474256746727e-02
5.139994647123300453e+00,8.605893079786203215e-02
5.148721293383272446e+00,8.593264467544702023e-02
5.157447939643243551e+00,8.577421032296515813e-02
5.166174585903215544e+00,8.558363420333682525e-02
5.174901232163187537e+00,8.541110941600138506e-02
5.183627878423158641e+00,8.528932369809219538e-02
5.192354524683130634e+00,8.521727981631245508e-02
5.201081170943101739e+00,8.519691161203606089e-02
5.209807817203073732e+00,8.522943100589366883e-02
5.218534463463045725e+00,8.531483320884904187e-02
5.227261109723016830e+00,8.545867148557247106e-02
5.235987755982988823e+00,8.566097660831119287e-02
5.244714402242959927e+00,8.592452959704691140e-02
5.253441048502931920e+00,8.625240307702976283e-02
5.262167694762903913e+00,8.664858639622997905e-02
5.270894341022875018e+00,8.711777970470317711e-02
5.279620987282847011e+00,8.766578536365643437e-02
5.288347633542818116e+00,8.829538801792521929e-02
5.297074279802790109e+00,8.899662230231042415e-02
5.305800926062762102e+00,8.977956381989832257e-02
5.314527572322733207e+00,9.066541957945629948e-02
5.323254218582705199e+00,9.163034209090298310e-02
5.331980864842677192e+00,9.268173057791800895e-02
5.340707511102648297e+00,9.384393807608545912e-02
5.349434157362620290e+00,9.506891626754909730e-02
5.358160803622591395e+00,9.641526458884555617e-02
5.366887449882563388e+00,9.782287033846261137e-02
5.375614096142535381e+00,9.933957181103482414e-02
5.384340742402506486e+00,1.009374900795564911e-01
5.393067388662478479e+00,1.026041588185437337e-01
5.401794034922449583e+00,1.043826331875773589e-01
5.410520681182421576e+00,1.062060662102498887e-01
5.419247327442393569e+00,1.081090316841876592e-01
5.427973973702364674e+00,1.101099393745678667e-01
5.436700619962336667e+00,1.121473621798113052e-01
5.445427266222307772e+00,1.142357503180605749e-01
5.454153912482279765e+00,1.163187594149665688e-01
5.462880558742251758e+00,1.183764784514226565e-01
5.471607205002222862e+00,1.204086698655903592e-01
5.480333851262194855e+00,1.224151753133248949e-01
5.489060497522166848e+00,1.243958141562305775e-01
5.497787143782137953e+00,1.263504063985310122e-01
5.506513790042109946e+00,1.282787705685613233e-01
5.515240436302081051e+00,1.301807643962184513e-01
5.523967082562053044e+00,1.320561644929800771e-01
5.532693728822025037e+00,1.339048693146238089e-01
5.541420375081996141e+00,1.357266755886873399e-01
5.550147021341968134e+00,1.375214078874681112e-01
5.558873667601939239e+00,1.392889308238566271e-01
5.567600313861911232e+00,1.410291071770203852e-01
5.576326960121883225e+00,1.427417463725891567e-01
5.585053606381854330e+00,1.444266998532349466e-01
5.593780252641826323e+00,1.460838208026550566e-01
5.602506898901797427e+00,1.477129644418745669e-01
5.611233545161769420e+00,1.493139884383888893e-01
5.619960191421741413e+00,1.508867581964722371e-01
5.628686837681712518e+00,1.524456018122971601e-01
5.637413483941684511e+00,1.540011583468512690e-01
5.646140130201656504e+00,1.555616282267612283e-01
5.654866776461627609e+00,1.571311663127532843e-01
5.663593422721599602e+00,1.587115428152570118e-01
5.672320068981570707e+00,1.602975763402205989e-01
5.681046715241542699e+00,1.618930417587962911e-01
5.689773361501514692e+00,1.634959392398335210e-01
5.698500007761485797e+00,1.651097274357459233e-01
5.707226654021457790e+00,1.667266538548382304e-01
5.715953300281428895e+00,1.683508259380930017e-01
5.724679946541400888e+00,1.699843703931600836e-01
5.733406592801372881e+00,1.716231548804570961e-01
5.742133239061343986e+00,1.732702627866153366e-01
5.750859885321315979e+00,1.749193050849179032e-01
5.759586531581287083e+00,1.765784019172532693e-01
5.768313177841259076e+00,1.782418111403305805e-01
5.777039824101231069e+00,1.799101636767809764e-01
5.785766470361202174e+00,1.815860823497726373e-01
5.794493116621174167e+00,1.832627176285282766e-01
5.803219762881146160e+00,1.849477977035560716e-01
5.811946409141117265e+00,1.866365090001512739e-01
5.820673055401089258e+00,1.883298543196178232e-01
5.829399701661060362e+00,1.900299962699437128e-01
5.838126347921032355e+00,1.917296251659737771e-01
5.846852994181004348e+00,1.934337293815513725e-01
5.855579640440975453e+00,1.951442415493495619e-01
5.864306286700947446e+00,1.968546775992787989e-01
5.873032932960918551e+00,1.985743893653519887e-01
5.881759579220890544e+00,2.002923486575868828e-01
5.890486225480862537e+00,2.020144590754961722e-01
5.899212871740833641e+00,2.037421935684712027e-01
5.907939518000805634e+00,2.054675528862092704e-01
5.916666164260776739e+00,2.071968983753594284e-01
5.925392810520748732e+00,2.089314732782957540e-01
5.934119456780720725e+00,2.106630486693421844e-01
5.942846103040691830e+00,2.123984957398721840e-01
5.951572749300663823e+00,2.141386720930443521e-01
5.960299395560635816e+00,2.158753539339102467e-01
5.969026041820606920e+00,2.176200449782341173e-01
5.977752688080578913e+00,2.193604840159399383e-01
5.986479334340550018e+00,2.211044061768775715e-01
5.995205980600522011e+00,2.228523661251118615e-01
6.003932626860494004e+00,2.245954464529307804e-01
6.012659273120465109e+00,2.263418403993875394e-01
6.021385919380437102e+00,2.280918732842124874e-01
6.030112565640408206e+00,2.298363983877972916e-01
6.038839211900380199e+00,2.315840671494162617e-01
6.047565858160352192e+00,2.333349756356123128e-01
6.056292504420323297e+00,2.350751519887752383e-01
6.065019150680295290e+00,2.367877911843440653e-01
6.073745796940266395e+00,2.384727446649896332e-01
6.082472443200238388e+00,2.401298656144099930e-01
6.091199089460210381e+00,2.417590092536296142e-01
6.099925735720181486e+00,2.433600332501436314e-01
6.108652381980153478e+00,2.449328030082261187e-01
6.117379028240125471e+00,2.464771751151629275e-01
6.126105674500096576e+00,2.479930042641109444e-01
6.134832320760068569e+00,2.494801567518992458e-01
6.143558967020039674e+00,2.509385004127162588e-01
6.152285613280011667e+00,2.523679200487614072e-01
6.161012259539983660e+00,2.537682768958073876e-01
6.169738905799954765e+00,2.551394445791536070e-01
6.178465552059926758e+00,2.564812985119066524e-01
6.187192198319897862e+00,2.577937162233234214e-01
6.195918844579869855e+00,2.590765773704192809e-01
6.204645490839841848e+00,2.603297637496329586e-01
6.213372137099812953e+00,2.615532128535454359e-01
6.222098783359784946e+00,2.627467741155140035e-01
6.230825429619756051e+00,2.639103259620674269e-01
6.239552075879728044e+00,2.650437584390070711e-01
6.248278722139700037e+00,2.661470501352123375e-01
6.257005368399671141e+00,2.672200207019818086e-01
6.265732014659643134e+00,2.682625629140886758e-01
6.274458660919615127e+00,2.692746754592886260e-01
