s,x,y,kappa
3.472454090150250416e-01,1.839787099379980861e-01,2.463381522914217248e-01,3.402157049149638457e+00
3.489148580968280400e-01,1.837952295100481748e-01,2.479974858003310134e-01,3.391536639427172872e+00
3.505843071786310383e-01,1.836023569160688262e-01,2.496557538636224594e-01,3.380976318947367165e+00
3.522537562604340922e-01,1.834001275545776855e-01,2.513129068855672887e-01,3.370475794572632910e+00
3.539232053422370905e-01,1.831885768976762030e-01,2.529688957797360249e-01,3.360034770855417463e+00
3.555926544240400888e-01,1.829677404870432011e-01,2.546236719648269364e-01,3.349652950184969669e+00
3.572621035058430872e-01,1.827376539298465885e-01,2.562771873605159123e-01,3.339330032929705538e+00
3.589315525876460855e-01,1.824983528946191313e-01,2.579293943833282365e-01,3.329065717575271144e+00
3.606010016694490838e-01,1.822498731071332811e-01,2.595802459425334274e-01,3.318859700858394657e+00
3.622704507512520822e-01,1.819922503462960139e-01,2.612296954360631140e-01,3.308711677896650549e+00
3.639398998330550805e-01,1.817255204400815005e-01,2.628776967464540038e-01,3.298621342314205673e+00
3.656093489148581344e-01,1.814497192615131538e-01,2.645242042368128321e-01,3.288588386363690219e+00
3.672787979966611327e-01,1.811648827247889226e-01,2.661691727467989099e-01,3.278612501044288141e+00
3.689482470784641310e-01,1.808710467890183859e-01,2.678125575877494668e-01,3.268693376221015523e+00
3.706176961602671294e-01,1.805682474465030440e-01,2.694543145395290051e-01,3.258830700730758423e+00
3.722871452420701277e-01,1.802565207152279914e-01,2.710943998470641825e-01,3.249024162486904732e+00
3.739565943238731260e-01,1.799359026391777194e-01,2.727327702160006750e-01,3.239273448585561432e+00
3.756260434056761244e-01,1.796064292955102670e-01,2.743693828074115215e-01,3.229578245413468274e+00
3.772954924874791227e-01,1.792681367870755105e-01,2.760041952342753846e-01,3.219938238742973358e+00
3.789649415692821210e-01,1.789210612186551974e-01,2.776371655603310784e-01,3.210353113811760029e+00
3.806343906510851749e-01,1.785652387204691161e-01,2.792682522927139033e-01,3.200822555432507599e+00
3.823038397328881732e-01,1.782007054436049454e-01,2.808974143781173827e-01,3.191346248080542569e+00
3.839732888146911716e-01,1.778274975257270185e-01,2.825246112034570656e-01,3.181923875955988912e+00
3.856427378964941699e-01,1.774456511387398627e-01,2.841498025847436493e-01,3.172555123103440344e+00
3.873121869782971682e-01,1.770552024337411212e-01,2.857729487709230742e-01,3.163239673452732603e+00
3.889816360601001666e-01,1.766561875813295324e-01,2.873940104336642487e-01,3.153977210928198716e+00
3.906510851419031649e-01,1.762486427369947539e-01,2.890129486684677174e-01,3.144767419498619265e+00
3.923205342237061632e-01,1.758326040643124755e-01,2.906297249868668442e-01,3.135609983268861978e+00
3.939899833055092171e-01,1.754081077057673688e-01,2.922443013170227255e-01,3.126504586528130236e+00
3.956594323873122154e-01,1.749751898134999095e-01,2.938566399944998464e-01,3.117450913843162308e+00
3.973288814691152138e-01,1.745338865048462751e-01,2.954667037657329742e-01,3.108448650088761589e+00
3.989983305509182121e-01,1.740842339055868049e-01,2.970744557765082616e-01,3.099497480546831607e+00
4.006677796327212104e-01,1.736262681116561291e-01,2.986798595746077423e-01,3.090597090936846314e+00
4.023372287145242088e-01,1.731600251997709727e-01,3.002828791040155210e-01,3.081747167483838368e+00
4.040066777963272071e-01,1.726855412366517240e-01,3.018834786991539954e-01,3.072947396983599422e+00
4.056761268781302054e-01,1.722028522582999266e-01,3.034816230847914298e-01,3.064197466840455686e+00
4.073455759599332593e-01,1.717119942714065983e-01,3.050772773719590547e-01,3.055497065121394851e+00
4.090150250417362576e-01,1.712130032643736643e-01,3.066704070518622149e-01,3.046845880616772639e+00
4.106844741235392560e-01,1.707059151950842402e-01,3.082609779943749628e-01,3.038243602879075578e+00
4.123539232053422543e-01,1.701907659885716351e-01,3.098489564447025058e-01,3.029689922268166136e+00
4.140233722871452526e-01,1.696675915333892837e-01,3.114343090203692821e-01,3.021184529993518275e+00
4.156928213689482510e-01,1.691364276873316419e-01,3.130170027062252336e-01,3.012727118163001983e+00
