s,x,y,kappa
2.370617696160267074e-01,6.259623976578254645e-02,1.666493477626483921e-01,-7.538430274394859743e-02
2.387312186978297335e-01,6.212682935144885760e-02,1.682514445328330832e-01,5.493487695572369690e-03
2.404006677796327318e-01,6.165740484622889844e-02,1.698535371741934918e-01,8.366749986229450597e-02
2.420701168614357301e-01,6.118775717050899121e-02,1.714555644055565098e-01,1.591367736536748734e-01
2.437395659432387285e-01,6.071768449874225676e-02,1.730574669798058407e-01,2.319172482178180061e-01
2.454090150250417546e-01,6.024699224103884088e-02,1.746591876019154277e-01,3.020389153339133603e-01
2.470784641068447529e-01,5.977549297809567341e-02,1.762606708428404723e-01,3.695433142044394215e-01
2.487479131886477512e-01,5.930300636972954398e-02,1.778618630546777712e-01,4.344813476468789015e-01
2.504173622704507496e-01,5.882935903035810266e-02,1.794627122844624223e-01,4.969113801618467718e-01
2.520868113522537479e-01,5.835438438762172858e-02,1.810631681907931556e-01,5.568975967662982418e-01
2.537562604340567463e-01,5.787792251830533446e-02,1.826631819607781593e-01,6.145085880633600617e-01
2.554257095158598001e-01,5.739981997621649429e-02,1.842627062311454900e-01,6.698161428814105589e-01
2.570951585976627984e-01,5.691992960624234210e-02,1.858616950110191512e-01,7.228942188714189143e-01
2.587646076794657968e-01,5.643811035310113827e-02,1.874601036083834160e-01,7.738180729324909413e-01
2.604340567612687951e-01,5.595422706440893873e-02,1.890578885594724201e-01,8.226635300417113328e-01
2.621035058430717934e-01,5.546815029205143244e-02,1.906550075618036744e-01,8.695063738429799072e-01
2.637729549248747918e-01,5.497975609167741334e-02,1.922514194101999363e-01,9.144218420354514043e-01
2.654424040066777901e-01,5.448892582519183903e-02,1.938470839370472487e-01,9.574842142104640352e-01
2.671118530884807885e-01,5.399554596237537279e-02,1.954419619548435627e-01,9.987664769110565777e-01
2.687813021702837868e-01,5.349950788586134431e-02,1.970360152020869116e-01,1.038340056599313943e+00
2.704507512520868406e-01,5.300070770292843181e-02,1.986292062936220182e-01,1.076274612026716815e+00
2.721202003338898390e-01,5.249904605582102202e-02,2.002214986715474820e-01,1.112637873077499728e+00
2.737896494156928373e-01,5.199442794233590653e-02,2.018128565613062919e-01,1.147495524178588022e+00
2.754590984974958356e-01,5.148676253915394213e-02,2.034032449295349876e-01,1.180911121876430103e+00
2.771285475792988340e-01,5.097596302906182153e-02,2.049926294436722196e-01,1.212946041442327205e+00
2.787979966611018323e-01,5.046194643797626694e-02,2.065809764361318801e-01,1.243659450300824032e+00
2.804674457429048307e-01,4.994463347280559545e-02,2.081682528682924360e-01,1.273108299804529331e+00
2.821368948247078290e-01,4.942394836905511513e-02,2.097544262987508790e-01,1.301347335876896105e+00
2.838063439065108828e-01,4.889981874164042730e-02,2.113394648522264330e-01,1.328429122356080683e+00
2.854757929883138812e-01,4.837217544289775656e-02,2.129233371912171713e-01,1.354404076246542576e+00
2.871452420701168795e-01,4.784095242534939368e-02,2.145060124889053566e-01,1.379320511505236269e+00
2.888146911519198778e-01,4.730608661117961800e-02,2.160874604045452674e-01,1.403224690378728434e+00
2.904841402337228762e-01,4.676751776542115852e-02,2.176676510591949165e-01,1.426160879310090612e+00
2.921535893155258745e-01,4.622518837589802143e-02,2.192465550139225394e-01,1.448171409506434193e+00
2.938230383973288729e-01,4.567904353866131945e-02,2.208241432498466161e-01,1.469296740506654597e+00
2.954924874791318712e-01,4.512903084573335194e-02,2.224003871470205673e-01,1.489575524287733321e+00
2.971619365609349250e-01,4.457510028154813148e-02,2.239752584679852443e-01,1.509044672272685572e+00
2.988313856427379234e-01,4.401720412128781040e-02,2.255487293400067206e-01,1.527739421360031269e+00
3.005008347245409217e-01,4.345529683432559909e-02,2.271207722387768857e-01,1.545693400032122966e+00
3.021702838063439200e-01,4.288933499244400316e-02,2.286913599735674596e-01,1.562938694040615362e+00
3.038397328881469184e-01,4.231927718261636190e-02,2.302604656740517564e-01,1.579505911340288060e+00
3.055091819699499167e-01,4.174508392173947174e-02,2.318280627750701484e-01,1.595424244556514992e+00
3.071786310517529150e-01,4.116671757825716982e-02,2.333941250066633166e-01,1.610721533690734564e+00
3.088480801335559134e-01,4.058414229441988097e-02,2.349586263802702080e-01,1.625424325344854148e+00
3.105175292153589672e-01,3.999732391409702159e-02,2.365215411788217370e-01,1.639557931332767282e+00
3.121869782971619656e-01,3.940622991315192308e-02,2.380828439463255342e-01,1.653146484910894998e+00
3.138564273789649639e-01,3.881082933309386307e-02,2.396425094782272114e-01,1.666212995078742987e+00
3.155258764607679622e-01,3.821109271744971975e-02,2.412005128111540941e-01,1.678779398524285593e+00
3.171953255425709606e-01,3.760699205212899437e-02,2.427568292166957797e-01,1.690866610547284044e+00
3.188647746243739589e-01,3.699850070696119458e-02,2.443114341902974662e-01,1.702494572411842544e+00
3.205342237061769572e-01,3.638559338147025202e-02,2.458643034465324284e-01,1.713682298337195320e+00
3.222036727879799556e-01,3.576824605197494872e-02,2.474154129098998511e-01,1.724447919171368859e+00
3.238731218697829539e-01,3.514643592173809228e-02,2.489647387087525476e-01,1.734808724862410667e+00
3.255425709515860078e-01,3.452014137322498288e-02,2.505122571690475142e-01,1.744781204874835234e+00
3.272120200333890061e-01,3.388934192251542854e-02,2.520579448083258844e-01,1.754381086733916240e+00
